,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,Player,CALCAVGPPDOFFCmpPass,CALCAVGPPDOFFAttPass,CALCAVGPPDOFFCmp%Pass,CALCAVGPPDOFFYdsPass1,CALCAVGPPDOFFTDPass,CALCAVGPPDOFFIntPass,CALCAVGPPDOFFSkPass,CALCAVGPPDOFFYdsPass2,CALCAVGPPDOFFY/APass,CALCAVGPPDOFF1DPass,CALCAVGPPDOFFRateRec,CALCAVGPPDOFFTgtRec,CALCAVGPPDOFFRecRec,CALCAVGPPDOFFCtch%Rec,CALCAVGPPDOFFYdsRec,CALCAVGPPDOFFTDRec,CALCAVGPPDOFF1DRec,CALCAVGPPDOFFAttRush,CALCAVGPPDOFFYdsRush,CALCAVGPPDOFFY/ARush,CALCAVGPPDOFFTDRush,CALCAVGPPDOFF1DRush,CALCAVGPPDOFFSkYdsPass,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
10,152,2,2020,5850,J.J. TaylorRB15260865,RB,nwe,a,sea,-0.1,4000,J.J. TaylorRB15260865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,28.0,7.0,0.0,2.0,0.0,10006,NWE,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10021,SEA,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,1.0,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0
11,155,2,2020,3826,Julian EdelmanWR15260865,WR,nwe,a,sea,28.9,6200,Julian EdelmanWR15260865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.714,57.0,0.0,4.0,1.0,23.0,23.0,0.0,1.0,0.0,10006,NWE,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10021,SEA,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,1.0,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0
12,177,2,2020,5724,N'Keal HarryWR15260865,WR,nwe,a,sea,15.2,4200,N'Keal HarryWR15260865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.833,39.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10006,NWE,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10021,SEA,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,1.0,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0
13,178,2,2020,5706,Isaiah FordWR15260890,WR,nwe,a,sea,14.6,3500,Isaiah FordWR15260890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.4,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10006,NWE,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10021,SEA,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,1.0,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0
14,345,2,2020,4751,Ryan IzzoTE15260865,TE,nwe,a,sea,3.9,3000,Ryan IzzoTE15260865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.5,25.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10006,NWE,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,10021,SEA,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,1.0,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0
15,2,2,2020,1529,Josh AllenQB15260861,QB,buf,a,mia,37.48,6700,Josh AllenQB15260861,33.0,46.0,71.7,312.0,2.0,0.0,3.0,-6.0,6.8,17.0,104.6,0.0,0.0,0.0,0.0,0.0,0.0,14.0,57.0,4.07,1.0,5.0,-6.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
16,70,2,2020,5717,Devin SingletaryRB15260861,RB,buf,a,mia,9.6,5200,Devin SingletaryRB15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,0.714,23.0,0.0,0.0,9.0,30.0,3.33,0.0,3.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
17,101,2,2020,5824,Zack MossRB15260861,RB,buf,a,mia,3.7,4800,Zack MossRB15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,16.0,1.0,1.0,9.0,11.0,1.22,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
18,154,2,2020,5424,Stefon DiggsWR15260861,WR,buf,a,mia,32.3,6500,Stefon DiggsWR15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,0.889,86.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
19,168,2,2020,5264,John BrownWR15260861,WR,buf,a,mia,18.2,6000,John BrownWR15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.6,70.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
20,191,2,2020,5163,Cole BeasleyWR15260861,WR,buf,a,mia,12,4700,Cole BeasleyWR15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,0.571,58.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
21,219,2,2020,5858,Gabriel DavisWR15260861,WR,buf,a,mia,7.6,3000,Gabriel DavisWR15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
22,227,2,2020,5574,Isaiah McKenzieWR15260861,WR,buf,a,mia,6.7,3000,Isaiah McKenzieWR15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,17.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
23,347,2,2020,4750,Dawson KnoxTE15260861,TE,buf,a,mia,3.8,3700,Dawson KnoxTE15260861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.667,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10002,BUF,92.0,7.6,4.4,0.283,0.022,3.0,2.0,26.0,0.0,2.0,3.0,49.0,32.0,4.0,1.0,1.0,68.0,7.1,3.7,0.176,0.029,2.0,1.0,12.0,1.0,1.0,3.0,38.0,15.0,1.0,6.0,9.0,3.0,3.0,3.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,17.0,10030,MIA,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,1.0,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,15.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0
24,3,2,2020,1412,Russell WilsonQB15260881,QB,sea,h,nwe,34.42,6500,Russell WilsonQB15260881,31.0,35.0,88.6,322.0,4.0,0.0,3.0,-23.0,9.2,15.0,143.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,29.0,9.67,0.0,1.0,-23.0,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
25,51,2,2020,5565,Chris CarsonRB15260881,RB,sea,h,nwe,19.8,6400,Chris CarsonRB15260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,45.0,2.0,3.0,6.0,21.0,3.5,0.0,1.0,0.0,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
26,89,2,2020,2933,Carlos HydeRB15260881,RB,sea,h,nwe,5.7,4200,Carlos HydeRB15260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,23.0,3.29,1.0,3.0,0.0,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
27,108,2,2020,5738,Travis HomerRB15260881,RB,sea,h,nwe,2.1,4000,Travis HomerRB15260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,3.0,-1.0,-0.33,0.0,0.0,0.0,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
28,165,2,2020,5386,Tyler LockettWR15260881,WR,sea,h,nwe,19.7,6300,Tyler LockettWR15260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,92.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
29,166,2,2020,5725,DK MetcalfWR15260881,WR,sea,h,nwe,19.2,6000,DK MetcalfWR15260881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.5,95.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,10021,SEA,73.0,7.4,5.2,0.288,0.0,5.0,1.0,21.0,0.0,0.0,3.0,38.0,20.0,1.0,4.0,1.0,91.0,7.4,5.5,0.297,0.022,3.0,2.0,27.0,1.0,1.0,2.0,56.0,20.0,2.0,3.0,3.0,5.0,5.0,5.0,1.0,1.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,25.0,10006,NWE,67.0,7.2,4.0,0.254,0.045,1.0,1.0,17.0,3.0,0.0,1.0,31.0,27.0,1.0,3.0,1.0,74.0,7.4,4.8,0.351,0.014,3.0,0.0,26.0,0.0,1.0,2.0,21.0,42.0,1.0,4.0,31.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0
